Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
33056,GSL_G.2_main_1,1700070263469,P.19,wowww,"""P.19_P.20""",90887,panda.png
33057,GSL_G.2_main_1,1700070265126,P.18,I can’t even remember,"""P.18_P.20""",551759,bear.png
33058,GSL_G.2_main_1,1700070266996,P.15,favorite song of hers?,"""P.15_P.19""",90684,monkey.png
33059,GSL_G.2_main_1,1700070267338,P.17,Wow! That's really impressive,"""P.17_P.18""",694133,donkey.png
33060,GSL_G.2_main_1,1700070269399,P.21,haven't been there recently,"""P.15_P.21""",696373,dog2.png
33061,GSL_G.2_main_1,1700070272991,P.23,"ohh cool yeah I'm mainly doing the society of women engineers and the all girls stem society and then sports for fun with friends because I was really competitive in hs but I'm looking to join more in the spring, it was just so hectic trying to find stuff at the beginning lol","""P.15_P.23""",976819,elephant.png
33062,GSL_G.2_main_1,1700070277822,P.19,I also want to join a music-related club next semester,"""P.19_P.20""",90887,panda.png
33063,GSL_G.2_main_1,1700070280708,P.18,I just remember it was felt spicy from the amount of salt,"""P.18_P.20""",551759,bear.png
33064,GSL_G.2_main_1,1700070280916,P.20,"im in social psych, and this class called the dna revolution","""P.20_P.22""",594825,Pig.png
33065,GSL_G.2_main_1,1700070281131,P.17,What makes ballet different for you?,"""P.17_P.18""",694133,donkey.png
33066,GSL_G.2_main_1,1700070283239,P.21,what about you?,"""P.17_P.21""",696373,dog2.png
33067,GSL_G.2_main_1,1700070287408,P.22,well it was nice talking to uuuu,"""P.19_P.22""",504005,dog.png
33068,GSL_G.2_main_1,1700070292824,P.20,thats actually despicable,"""P.18_P.20""",594825,Pig.png
33069,GSL_G.2_main_1,1700070298777,P.22,i see isee,"""P.20_P.22""",504005,dog.png
33070,GSL_G.2_main_1,1700070299191,P.23,omg that's so cool I went to Yorktown!,"""P.14_P.23""",976819,elephant.png
33071,GSL_G.2_main_1,1700070300546,P.18,It’s just so structured,"""P.17_P.18""",551759,bear.png
33072,GSL_G.2_main_1,1700070303589,P.22,social psych with mazurek?,"""P.20_P.22""",504005,dog.png
33073,GSL_G.2_main_1,1700070310823,P.16,heyy,"""P.16_P.17""",661074,racoon.png
33074,GSL_G.2_main_1,1700070311638,P.20,oh cool what do you play?,"""P.19_P.20""",594825,Pig.png
33075,GSL_G.2_main_1,1700070314080,P.18,And I love full length ballets like the nutcracker,"""P.17_P.18""",551759,bear.png
33076,GSL_G.2_main_1,1700070316010,P.20,im so sorry,"""P.18_P.20""",594825,Pig.png
33077,GSL_G.2_main_1,1700070316339,P.19,do I need to be highly skilled to join the club?,"""P.19_P.20""",90887,panda.png
33078,GSL_G.2_main_1,1700070316684,P.17,That's a really nice way to think about it. I like sunrises because less people are around for them lol,"""P.17_P.21""",694133,donkey.png
33079,GSL_G.2_main_1,1700070322493,P.19,Piano!!,"""P.19_P.20""",90887,panda.png
33080,GSL_G.2_main_1,1700070324224,P.20,yeah haha,"""P.20_P.22""",594825,Pig.png
33081,GSL_G.2_main_1,1700070324372,P.18,Thank you for your condolences,"""P.18_P.20""",551759,bear.png
33082,GSL_G.2_main_1,1700070325516,P.14,Oh cool!,"""P.14_P.23""",464297,rabbit.png
33083,GSL_G.2_main_1,1700070327302,P.23,we probably live so close to each other because my house is right by the efc metro station lol,"""P.14_P.23""",976819,elephant.png
33084,GSL_G.2_main_1,1700070327896,P.19,me tooo,"""P.19_P.22""",90887,panda.png
33085,GSL_G.2_main_1,1700070328178,P.20,are you in that too?,"""P.20_P.22""",594825,Pig.png
33086,GSL_G.2_main_1,1700070329091,P.21,haha,"""P.17_P.21""",696373,dog2.png
33087,GSL_G.2_main_1,1700070330912,P.22,nice talking to u,"""P.20_P.22""",504005,dog.png
33088,GSL_G.2_main_1,1700070333483,P.19,Thank you!!,"""P.19_P.22""",90887,panda.png
33089,GSL_G.2_main_1,1700070334391,P.22,nope not in that,"""P.20_P.22""",504005,dog.png
33090,GSL_G.2_main_1,1700070335748,P.18,I am in one now,"""P.18_P.22""",551759,bear.png
33782,GSL_G.3_main_1,1700154954354,P.28,"Hi, how are you?","""P.24_P.28""",234381,fox.png
33783,GSL_G.3_main_1,1700154963982,P.24,im good :),"""P.24_P.28""",482924,fox2.png
33784,GSL_G.3_main_1,1700154969648,P.24,how about you,"""P.24_P.28""",482924,fox2.png
33785,GSL_G.3_main_1,1700154983339,P.24,heyyy,"""P.24_P.25""",482924,fox2.png
33786,GSL_G.3_main_1,1700154984973,P.33,hello,"""P.31_P.33""",683727,donkey.png
33787,GSL_G.3_main_1,1700154992381,P.33,hiiii,"""P.24_P.33""",683727,donkey.png
33788,GSL_G.3_main_1,1700154994046,P.28,yeah I'm good,"""P.24_P.28""",234381,fox.png
33789,GSL_G.3_main_1,1700154999171,P.33,how's it going?,"""P.25_P.33""",683727,donkey.png
33790,GSL_G.3_main_1,1700155006234,P.33,what's up?,"""P.26_P.33""",683727,donkey.png
33791,GSL_G.3_main_1,1700155006522,P.24,wassupp :)),"""P.24_P.33""",482924,fox2.png
33792,GSL_G.3_main_1,1700155008097,P.28,"Hey, what's up?","""P.25_P.28""",234381,fox.png
33793,GSL_G.3_main_1,1700155011043,P.32,Hello fox,"""P.24_P.32""",902133,zebra.png
33794,GSL_G.3_main_1,1700155014890,P.25,Hows it goin,"""P.25_P.28""",496751,rabbit.png
33795,GSL_G.3_main_1,1700155015331,P.24,thats cool,"""P.24_P.28""",482924,fox2.png
33796,GSL_G.3_main_1,1700155015474,P.31,hey,"""P.31_P.33""",277572,bear.png
33797,GSL_G.3_main_1,1700155022309,P.25,Whats up,"""P.24_P.25""",496751,rabbit.png
33798,GSL_G.3_main_1,1700155023492,P.24,hola zebra,"""P.24_P.32""",482924,fox2.png
33799,GSL_G.3_main_1,1700155031299,P.25,Not bad how about you,"""P.25_P.33""",496751,rabbit.png
33800,GSL_G.3_main_1,1700155044038,P.33,hi!!! do you like pineapple on pizza?,"""P.24_P.33""",683727,donkey.png
33801,GSL_G.3_main_1,1700155046681,P.32,how is it going,"""P.24_P.32""",902133,zebra.png
33802,GSL_G.3_main_1,1700155048055,P.26,hey! how are you doing?,"""P.26_P.33""",989044,dog.png
33803,GSL_G.3_main_1,1700155048583,P.24,the ceiling,"""P.24_P.25""",482924,fox2.png
33804,GSL_G.3_main_1,1700155050839,P.28,it's going wellll. It's kind of awkward just starting conversations haha,"""P.25_P.28""",234381,fox.png
33805,GSL_G.3_main_1,1700155061297,P.24,jk thats cringe- im good tho- how abt u?,"""P.24_P.25""",482924,fox2.png
33806,GSL_G.3_main_1,1700155063391,P.33,i have a headache right ;-; but other than that im fine,"""P.25_P.33""",683727,donkey.png
33807,GSL_G.3_main_1,1700155064811,P.28,What is your favorite ice cream flavor,"""P.24_P.28""",234381,fox.png
33808,GSL_G.3_main_1,1700155077736,P.24,its chill- hows ur day been so far,"""P.24_P.32""",482924,fox2.png
33809,GSL_G.3_main_1,1700155084479,P.33,i have a headache but other than that im pretty good!! what about you?,"""P.26_P.33""",683727,donkey.png
33810,GSL_G.3_main_1,1700155084935,P.24,yeahhhh no.,"""P.24_P.33""",482924,fox2.png
33811,GSL_G.3_main_1,1700155086120,P.28,What's up?,"""P.28_P.33""",234381,fox.png
33812,GSL_G.3_main_1,1700155088227,P.32,pretty good pretty good,"""P.24_P.32""",902133,zebra.png
33813,GSL_G.3_main_1,1700155090124,P.24,LMAOO how abt u??,"""P.24_P.33""",482924,fox2.png
33814,GSL_G.3_main_1,1700155094567,P.26,hey! how are you?,"""P.26_P.32""",989044,dog.png
33815,GSL_G.3_main_1,1700155097906,P.33,LMAO wow,"""P.24_P.33""",683727,donkey.png
33816,GSL_G.3_main_1,1700155104339,P.32,i did the marriage pact thing which came out this morning,"""P.24_P.32""",902133,zebra.png
33817,GSL_G.3_main_1,1700155110734,P.24,AYO SAMEEE,"""P.24_P.32""",482924,fox2.png
33818,GSL_G.3_main_1,1700155114942,P.32,what's up dog,"""P.30_P.32""",902133,zebra.png
33819,GSL_G.3_main_1,1700155117626,P.33,i grew up with it so i do enjoy it. not much of a pizza fan nowadays though,"""P.24_P.33""",683727,donkey.png
33820,GSL_G.3_main_1,1700155121054,P.24,i found out from my friend who texted me,"""P.24_P.32""",482924,fox2.png
33821,GSL_G.3_main_1,1700155122408,P.32,i'm pretty good hbu,"""P.26_P.32""",902133,zebra.png
33822,GSL_G.3_main_1,1700155129996,P.33,sooooo,"""P.31_P.33""",683727,donkey.png
33823,GSL_G.3_main_1,1700155130623,P.25,Sorry to hear that,"""P.25_P.33""",496751,rabbit.png
33824,GSL_G.3_main_1,1700155131968,P.30,whats up zebra,"""P.30_P.32""",234448,dog2.png
33825,GSL_G.3_main_1,1700155132322,P.26,"ah that sucks, i'm doing well though","""P.26_P.33""",989044,dog.png
33826,GSL_G.3_main_1,1700155132960,P.33,hows it going?,"""P.31_P.33""",683727,donkey.png
33827,GSL_G.3_main_1,1700155138558,P.30,do u fw fortnite,"""P.30_P.32""",234448,dog2.png
33828,GSL_G.3_main_1,1700155141177,P.24,nah same-,"""P.24_P.33""",482924,fox2.png
33829,GSL_G.3_main_1,1700155143733,P.26,excited for the break,"""P.26_P.33""",989044,dog.png
33830,GSL_G.3_main_1,1700155145243,P.31,hello,"""P.24_P.31""",277572,bear.png
33831,GSL_G.3_main_1,1700155145529,P.32,how do you feel about your match lmao,"""P.24_P.32""",902133,zebra.png
33832,GSL_G.3_main_1,1700155146081,P.25,Yeah not sure what they expect us to talk about,"""P.25_P.28""",496751,rabbit.png
33833,GSL_G.3_main_1,1700155151651,P.32,u know it,"""P.30_P.32""",902133,zebra.png
33834,GSL_G.3_main_1,1700155153880,P.24,im boring so i like just cheese pizza,"""P.24_P.33""",482924,fox2.png
33835,GSL_G.3_main_1,1700155154931,P.25,Not bad,"""P.24_P.25""",496751,rabbit.png
33836,GSL_G.3_main_1,1700155160891,P.26,"doing well, excited for the break for real","""P.26_P.32""",989044,dog.png
33837,GSL_G.3_main_1,1700155162862,P.28,Uh thoughts on pineapple on pizza?,"""P.25_P.28""",234381,fox.png
33838,GSL_G.3_main_1,1700155166490,P.31,lol good,"""P.31_P.33""",277572,bear.png
33839,GSL_G.3_main_1,1700155169267,P.24,thats good mate,"""P.24_P.25""",482924,fox2.png
33840,GSL_G.3_main_1,1700155172031,P.33,no worries! ill just push through and eat some lunch later. whats your favorite meal?,"""P.25_P.33""",683727,donkey.png
33841,GSL_G.3_main_1,1700155172479,P.32,lowkey played it less than a week ago with my brother,"""P.30_P.32""",902133,zebra.png
33842,GSL_G.3_main_1,1700155172596,P.31,wbu?,"""P.31_P.33""",277572,bear.png
33843,GSL_G.3_main_1,1700155180286,P.24,hmmm take a guess,"""P.24_P.28""",482924,fox2.png
33844,GSL_G.3_main_1,1700155184002,P.32,hello bear,"""P.31_P.32""",902133,zebra.png
33845,GSL_G.3_main_1,1700155184641,P.30,lets go i knew the zebra would be chill,"""P.30_P.32""",234448,dog2.png
33846,GSL_G.3_main_1,1700155188912,P.24,hello elephant,"""P.24_P.29""",482924,fox2.png
33847,GSL_G.3_main_1,1700155189090,P.30,fundamentally chill animal,"""P.30_P.32""",234448,dog2.png
33848,GSL_G.3_main_1,1700155189590,P.33,ayy thats not boring. it means youre classy,"""P.24_P.33""",683727,donkey.png
33849,GSL_G.3_main_1,1700155190307,P.28,hmmmmm,"""P.24_P.28""",234381,fox.png
33850,GSL_G.3_main_1,1700155191958,P.28,let me think,"""P.24_P.28""",234381,fox.png
33851,GSL_G.3_main_1,1700155195495,P.24,hihii,"""P.24_P.31""",482924,fox2.png
33852,GSL_G.3_main_1,1700155203326,P.28,cookie dough?,"""P.24_P.28""",234381,fox.png
33853,GSL_G.3_main_1,1700155204530,P.29,Hi!,"""P.24_P.29""",728827,elephant.png
33854,GSL_G.3_main_1,1700155207450,P.32,legit chillest animal,"""P.30_P.32""",902133,zebra.png
33855,GSL_G.3_main_1,1700155210952,P.33,yes me too!! glad youre doing well,"""P.26_P.33""",683727,donkey.png
33856,GSL_G.3_main_1,1700155212692,P.24,hm not bad- he seems chill,"""P.24_P.32""",482924,fox2.png
33857,GSL_G.3_main_1,1700155215547,P.24,what abt urs?,"""P.24_P.32""",482924,fox2.png
33858,GSL_G.3_main_1,1700155217081,P.32,no other animal has such a crazy pattern,"""P.30_P.32""",902133,zebra.png
33859,GSL_G.3_main_1,1700155218922,P.25,Nasty,"""P.25_P.28""",496751,rabbit.png
33860,GSL_G.3_main_1,1700155222207,P.30,whats up raccoon have u tried the new fortnite update,"""P.27_P.30""",234448,dog2.png
33861,GSL_G.3_main_1,1700155225313,P.28,WHAT?,"""P.25_P.28""",234381,fox.png
33862,GSL_G.3_main_1,1700155230213,P.28,blasphemy,"""P.25_P.28""",234381,fox.png
33863,GSL_G.3_main_1,1700155231612,P.32,same fr,"""P.26_P.32""",902133,zebra.png
33864,GSL_G.3_main_1,1700155235419,P.33,"got any fun plans? im gonna see my family and then later my ""boyfriend"" (its a long story lmao)","""P.26_P.33""",683727,donkey.png
33865,GSL_G.3_main_1,1700155235816,P.24,thats trueee-,"""P.24_P.33""",482924,fox2.png
33866,GSL_G.3_main_1,1700155236886,P.25,Depends on the time of day,"""P.25_P.33""",496751,rabbit.png
33867,GSL_G.3_main_1,1700155237281,P.32,i wanna see my friends from home,"""P.26_P.32""",902133,zebra.png
33868,GSL_G.3_main_1,1700155240544,P.24,whats ur fav food?,"""P.24_P.33""",482924,fox2.png
33869,GSL_G.3_main_1,1700155245836,P.25,Not a fan,"""P.25_P.28""",496751,rabbit.png
33870,GSL_G.3_main_1,1700155249949,P.24,hows ur day going king/queen?,"""P.24_P.29""",482924,fox2.png
33871,GSL_G.3_main_1,1700155249953,P.30,i was hoping for a cat but i really cant complain w the dog,"""P.30_P.32""",234448,dog2.png
33872,GSL_G.3_main_1,1700155250408,P.32,hola badger/raccoon,"""P.27_P.32""",902133,zebra.png
33873,GSL_G.3_main_1,1700155252384,P.31,hi zebra,"""P.31_P.32""",277572,bear.png
33874,GSL_G.3_main_1,1700155258038,P.24,wassup homie,"""P.24_P.26""",482924,fox2.png
33875,GSL_G.3_main_1,1700155260129,P.25,Two things that do not belong together,"""P.25_P.28""",496751,rabbit.png
33876,GSL_G.3_main_1,1700155265126,P.26,lol i feel that,"""P.26_P.33""",989044,dog.png
33877,GSL_G.3_main_1,1700155265323,P.32,how is it going,"""P.31_P.32""",902133,zebra.png
33878,GSL_G.3_main_1,1700155265637,P.29,its been pretty chill lol,"""P.24_P.29""",728827,elephant.png
33879,GSL_G.3_main_1,1700155269442,P.28,it's sweet and savory!,"""P.25_P.28""",234381,fox.png
33880,GSL_G.3_main_1,1700155270033,P.32,how has your day been so far,"""P.31_P.32""",902133,zebra.png
33881,GSL_G.3_main_1,1700155270701,P.29,how about urs?,"""P.24_P.29""",728827,elephant.png
33882,GSL_G.3_main_1,1700155270911,P.33,i loveee pasta. anything noodle-y. my big thing right now is the instant yakisoba thing from croads,"""P.24_P.33""",683727,donkey.png
33883,GSL_G.3_main_1,1700155272282,P.28,like bacon and syrup,"""P.25_P.28""",234381,fox.png
33884,GSL_G.3_main_1,1700155272357,P.24,oooo that is a good one,"""P.24_P.28""",482924,fox2.png
33885,GSL_G.3_main_1,1700155275541,P.24,but nahhh,"""P.24_P.28""",482924,fox2.png
33886,GSL_G.3_main_1,1700155277737,P.32,hello elephant,"""P.29_P.32""",902133,zebra.png
33887,GSL_G.3_main_1,1700155280453,P.28,hmmmmmm,"""P.24_P.28""",234381,fox.png
33888,GSL_G.3_main_1,1700155282482,P.25,Also not a great combo,"""P.25_P.28""",496751,rabbit.png
33889,GSL_G.3_main_1,1700155283163,P.28,mint choc chip,"""P.24_P.28""",234381,fox.png
33890,GSL_G.3_main_1,1700155284493,P.26,i wish i were seeing my girlfriend but i'm going to spend the break with family really,"""P.26_P.33""",989044,dog.png
33891,GSL_G.3_main_1,1700155288303,P.29,hi zebra,"""P.29_P.32""",728827,elephant.png
33892,GSL_G.3_main_1,1700155291087,P.25,Two things that are good on their own,"""P.25_P.28""",496751,rabbit.png
33893,GSL_G.3_main_1,1700155291992,P.24,same here- basically done w classes for the day so,"""P.24_P.29""",482924,fox2.png
33894,GSL_G.3_main_1,1700155293853,P.32,nah he's a pretty sick guy actually,"""P.30_P.32""",902133,zebra.png
33895,GSL_G.3_main_1,1700155298808,P.32,his ears are awesome,"""P.30_P.32""",902133,zebra.png
33896,GSL_G.3_main_1,1700155304039,P.33,i get that T^T,"""P.26_P.33""",683727,donkey.png
33897,GSL_G.3_main_1,1700155304127,P.29,omg that sounds so nice,"""P.24_P.29""",728827,elephant.png
33898,GSL_G.3_main_1,1700155307938,P.28,"but like, you have a plate of pancakes, and some syrup happens to land on your bacon","""P.25_P.28""",234381,fox.png
33899,GSL_G.3_main_1,1700155310001,P.24,not a super mint fan,"""P.24_P.28""",482924,fox2.png
33900,GSL_G.3_main_1,1700155312591,P.28,"and its just, heavenly","""P.25_P.28""",234381,fox.png
33901,GSL_G.3_main_1,1700155313916,P.29,i sadly have one more left :(,"""P.24_P.29""",728827,elephant.png
33902,GSL_G.3_main_1,1700155316792,P.33,my mom was pretty upset when i said i would only stay for like two or three days,"""P.26_P.33""",683727,donkey.png
33903,GSL_G.3_main_1,1700155319201,P.32,she seems cool,"""P.24_P.32""",902133,zebra.png
33904,GSL_G.3_main_1,1700155319217,P.24,ikrrr-,"""P.24_P.29""",482924,fox2.png
33905,GSL_G.3_main_1,1700155324444,P.26,"is your ""boyfriend"" from back home?","""P.26_P.33""",989044,dog.png
33906,GSL_G.3_main_1,1700155326258,P.29,how has ur day been so far?,"""P.29_P.32""",728827,elephant.png
33907,GSL_G.3_main_1,1700155327986,P.24,awww dang- what class is it??,"""P.24_P.29""",482924,fox2.png
33908,GSL_G.3_main_1,1700155328910,P.32,it's scary that she might be so similar to me though,"""P.24_P.32""",902133,zebra.png
33909,GSL_G.3_main_1,1700155333845,P.26,exactly,"""P.26_P.32""",989044,dog.png
33910,GSL_G.3_main_1,1700155335244,P.31,it's going well! haven't done that much today though,"""P.31_P.32""",277572,bear.png
33911,GSL_G.3_main_1,1700155340189,P.28,maybe cookies and cream?,"""P.24_P.28""",234381,fox.png
33912,GSL_G.3_main_1,1700155340485,P.26,and just spend time with family really it'll be good,"""P.26_P.32""",989044,dog.png
33913,GSL_G.3_main_1,1700155340961,P.31,wbu?,"""P.31_P.32""",277572,bear.png
33914,GSL_G.3_main_1,1700155341533,P.33,yes but he moved so itll be a train ride away to see him,"""P.26_P.33""",683727,donkey.png
33915,GSL_G.3_main_1,1700155342692,P.32,moderately good,"""P.29_P.32""",902133,zebra.png
33916,GSL_G.3_main_1,1700155343179,P.24,mine was like a 79% match,"""P.24_P.32""",482924,fox2.png
33917,GSL_G.3_main_1,1700155344801,P.29,its this engagements class,"""P.24_P.29""",728827,elephant.png
33918,GSL_G.3_main_1,1700155345169,P.24,soooo,"""P.24_P.32""",482924,fox2.png
33919,GSL_G.3_main_1,1700155348836,P.32,lowkey only got up two hours ago,"""P.29_P.32""",902133,zebra.png
33920,GSL_G.3_main_1,1700155348845,P.29,very chill tho,"""P.24_P.29""",728827,elephant.png
33921,GSL_G.3_main_1,1700155353539,P.28,"If you could have any superpower, what would it be?","""P.26_P.28""",234381,fox.png
33922,GSL_G.3_main_1,1700155355256,P.32,all my classes are backloaded in the day,"""P.29_P.32""",902133,zebra.png
33923,GSL_G.3_main_1,1700155360287,P.27,Hey dog,"""P.27_P.30""",275657,racoon.png
33924,GSL_G.3_main_1,1700155360850,P.24,slayyyy another pasta lover,"""P.24_P.33""",482924,fox2.png
33925,GSL_G.3_main_1,1700155361668,P.31,how's your day been going?,"""P.24_P.31""",277572,bear.png
33926,GSL_G.3_main_1,1700155361960,P.32,same tbh,"""P.31_P.32""",902133,zebra.png
33927,GSL_G.3_main_1,1700155365328,P.29,ahhh gotcha,"""P.29_P.32""",728827,elephant.png
33928,GSL_G.3_main_1,1700155367552,P.33,plus now he goes to college in a different state so timing meetups is hard. especially considering were not even official :((,"""P.26_P.33""",683727,donkey.png
33929,GSL_G.3_main_1,1700155369119,P.27,i havent what is different about it,"""P.27_P.30""",275657,racoon.png
33930,GSL_G.3_main_1,1700155371635,P.32,haven't had any classes yet andlowkey just woke up,"""P.31_P.32""",902133,zebra.png
33931,GSL_G.3_main_1,1700155374151,P.26,ah i see,"""P.26_P.33""",989044,dog.png
33932,GSL_G.3_main_1,1700155374161,P.24,they have yakisoba at croads??? since when??,"""P.24_P.33""",482924,fox2.png
33933,GSL_G.3_main_1,1700155379101,P.26,definitely feel that,"""P.26_P.33""",989044,dog.png
33934,GSL_G.3_main_1,1700155383665,P.27,hi zebra,"""P.27_P.32""",275657,racoon.png
33935,GSL_G.3_main_1,1700155387927,P.32,hello donkey (?),"""P.32_P.33""",902133,zebra.png
33936,GSL_G.3_main_1,1700155388101,P.26,my girlfriend lives in europe so its rough lol,"""P.26_P.33""",989044,dog.png
33937,GSL_G.3_main_1,1700155390981,P.33,no no dont get your hopes up T^T,"""P.24_P.33""",683727,donkey.png
33938,GSL_G.3_main_1,1700155393397,P.24,not bad- the most chillest study ive done,"""P.24_P.31""",482924,fox2.png
33939,GSL_G.3_main_1,1700155395996,P.32,hello rabbit,"""P.25_P.32""",902133,zebra.png
33940,GSL_G.3_main_1,1700155396278,P.33,just the maruchan stuff,"""P.24_P.33""",683727,donkey.png
33941,GSL_G.3_main_1,1700155402531,P.24,how abt u?,"""P.24_P.31""",482924,fox2.png
33942,GSL_G.3_main_1,1700155404824,P.32,oh goddamn,"""P.24_P.32""",902133,zebra.png
33943,GSL_G.3_main_1,1700155404928,P.30,whats up cat i know theyre expecting us to start fighting bc of animal stereotypes but im gonna get ahead of that i respect you and your species immensely,"""P.28_P.30""",234448,dog2.png
33944,GSL_G.3_main_1,1700155407767,P.28,"if one of these isn't your favorite idk what to say, you're crazy","""P.24_P.28""",234381,fox.png
33945,GSL_G.3_main_1,1700155409105,P.25,What's up zebra,"""P.25_P.32""",496751,rabbit.png
33946,GSL_G.3_main_1,1700155409750,P.32,mine was a 99.6% match lmao,"""P.24_P.32""",902133,zebra.png
33947,GSL_G.3_main_1,1700155417387,P.26,is there anything keeping you from making it official tho? if you're taking a train to see him lol,"""P.26_P.33""",989044,dog.png
33948,GSL_G.3_main_1,1700155417967,P.24,yayyyy u got itttt,"""P.24_P.28""",482924,fox2.png
33949,GSL_G.3_main_1,1700155419980,P.29,hello bear,"""P.29_P.31""",728827,elephant.png
33950,GSL_G.3_main_1,1700155424130,P.28,"that's so based of you, truly a zootopia moment if I've ever seen one","""P.28_P.30""",234381,fox.png
33951,GSL_G.3_main_1,1700155426189,P.24,glad to know im not crazy now,"""P.24_P.28""",482924,fox2.png
33952,GSL_G.3_main_1,1700155427594,P.32,nothing much,"""P.25_P.32""",902133,zebra.png
33953,GSL_G.3_main_1,1700155430463,P.32,just woke up tbh,"""P.25_P.32""",902133,zebra.png
33954,GSL_G.3_main_1,1700155431833,P.26,what a great question,"""P.26_P.28""",989044,dog.png
33955,GSL_G.3_main_1,1700155433045,P.32,how are you doing,"""P.25_P.32""",902133,zebra.png
33956,GSL_G.3_main_1,1700155434015,P.33,oh no europe thats gotta be really rough,"""P.26_P.33""",683727,donkey.png
33957,GSL_G.3_main_1,1700155434970,P.31,lol same it was a struggle,"""P.31_P.32""",277572,bear.png
33958,GSL_G.3_main_1,1700155435668,P.24,ooo whats its abt?,"""P.24_P.29""",482924,fox2.png
33959,GSL_G.3_main_1,1700155437953,P.28,wait seriously? let's gooooooooo,"""P.24_P.28""",234381,fox.png
33960,GSL_G.3_main_1,1700155441671,P.26,it would have to be to teleport anywhere,"""P.26_P.28""",989044,dog.png
33961,GSL_G.3_main_1,1700155442885,P.28,I'm telepathic,"""P.24_P.28""",234381,fox.png
33962,GSL_G.3_main_1,1700155443443,P.32,hype,"""P.26_P.32""",902133,zebra.png
33963,GSL_G.3_main_1,1700155447607,P.26,so that i can see the world,"""P.26_P.28""",989044,dog.png
33964,GSL_G.3_main_1,1700155449471,P.24,"i miss my last engagement bc this one is work-load heavy :,)","""P.24_P.29""",482924,fox2.png
33965,GSL_G.3_main_1,1700155450417,P.29,its sort of about archeology?,"""P.24_P.29""",728827,elephant.png
33966,GSL_G.3_main_1,1700155450548,P.31,hi elephant,"""P.29_P.31""",277572,bear.png
33967,GSL_G.3_main_1,1700155451479,P.32,did your parents come here for family weekend,"""P.26_P.32""",902133,zebra.png
33968,GSL_G.3_main_1,1700155452268,P.28,that's so real literally same,"""P.26_P.28""",234381,fox.png
33969,GSL_G.3_main_1,1700155459443,P.24,mind-reader frfr,"""P.24_P.28""",482924,fox2.png
33970,GSL_G.3_main_1,1700155459740,P.32,how's it going,"""P.27_P.32""",902133,zebra.png
33971,GSL_G.3_main_1,1700155461641,P.29,wait srsly!,"""P.24_P.29""",728827,elephant.png
33972,GSL_G.3_main_1,1700155462933,P.26,nah they didn't,"""P.26_P.32""",989044,dog.png
33973,GSL_G.3_main_1,1700155463364,P.24,whats urs?,"""P.24_P.28""",482924,fox2.png
33974,GSL_G.3_main_1,1700155465738,P.28,teleportation would be sooooooo useful,"""P.26_P.28""",234381,fox.png
33975,GSL_G.3_main_1,1700155469042,P.32,how bout u,"""P.29_P.32""",902133,zebra.png
33976,GSL_G.3_main_1,1700155469096,P.29,whats ur engagement about?,"""P.24_P.29""",728827,elephant.png
33977,GSL_G.3_main_1,1700155474315,P.28,haha no now you have to guess too,"""P.24_P.28""",234381,fox.png
33978,GSL_G.3_main_1,1700155477428,P.33,"honestly we both were like, lets not date since college will be more of a priority","""P.26_P.33""",683727,donkey.png
33979,GSL_G.3_main_1,1700155477439,P.24,ooo that sounds kinda interesting,"""P.24_P.29""",482924,fox2.png
33980,GSL_G.3_main_1,1700155479868,P.31,it's going well!,"""P.24_P.31""",277572,bear.png
33981,GSL_G.3_main_1,1700155480881,P.26,but they live in nova so its not too far,"""P.26_P.32""",989044,dog.png
33982,GSL_G.3_main_1,1700155489174,P.30,they brought back the island from years ago its like a blast from the past type thing,"""P.27_P.30""",234448,dog2.png
33983,GSL_G.3_main_1,1700155491018,P.31,you've done other studies like this?,"""P.24_P.31""",277572,bear.png
33984,GSL_G.3_main_1,1700155492096,P.29,i have one more class left,"""P.29_P.32""",728827,elephant.png
33985,GSL_G.3_main_1,1700155496183,P.32,I usually wake up at about 2 or 2:30 on tuesdays and thursday,"""P.31_P.32""",902133,zebra.png
33986,GSL_G.3_main_1,1700155499651,P.26,right,"""P.26_P.28""",989044,dog.png
33987,GSL_G.3_main_1,1700155500970,P.24,yahhh- i literally submitted an essay about other people music that we listen to,"""P.24_P.29""",482924,fox2.png
33988,GSL_G.3_main_1,1700155501629,P.33,but we really like each other so i guess we'll see what happens during the break,"""P.26_P.33""",683727,donkey.png
33989,GSL_G.3_main_1,1700155501665,P.30,super sick if u ever played it back then,"""P.27_P.30""",234448,dog2.png
33990,GSL_G.3_main_1,1700155502263,P.32,so it was tough,"""P.31_P.32""",902133,zebra.png
33991,GSL_G.3_main_1,1700155504479,P.29,but my day has been pretty chill so far!,"""P.29_P.32""",728827,elephant.png
33992,GSL_G.3_main_1,1700155508557,P.24,ahhh i see i see,"""P.24_P.33""",482924,fox2.png
33993,GSL_G.3_main_1,1700155511881,P.28,"I'm not sure though, ya'll like to chase us around a lot","""P.28_P.30""",234381,fox.png
33994,GSL_G.3_main_1,1700155513859,P.26,would u choose any other superpower?,"""P.26_P.28""",989044,dog.png
33995,GSL_G.3_main_1,1700155514186,P.24,is it good??,"""P.24_P.33""",482924,fox2.png
33996,GSL_G.3_main_1,1700155515086,P.28,you bark so loud,"""P.28_P.30""",234381,fox.png
